id,title,old_category,new_category,status
"028b0cbc-30f6-42f0-9076-5d31f7738227","MBCHB Virology & Mycology: Interferons, Vaccines, Fungi, Mycetoma","Year 3: Medical Microbiology and Parasitology","Year 3: Medical Mycology","success"
"594d8cce-de88-4f98-be4f-d163232cc369","Cytomegalovirus (CMV) Guide: Pathogenesis, Dx & Treatment","Year 3: Medical Microbiology and Parasitology","Year 3: Medical Virology","success"
"698a6fca-b506-4ccb-b40d-cb209da7a376","Tuesday Part 2","Year 3: General & Systemic Pathology","Year 3: Gastrointestinal Pathology","success"
"af99ae0f-c9c1-4123-8adc-7be733b13a52","Adenovirus & Parvovirus B19: Non-Enveloped DNA Virus Guide","Year 3: Medical Microbiology and Parasitology","Year 3: Medical Virology","success"
"024030f6-f8fb-4529-ac28-0a4e59ae6b01","Life Cycles of Medically Important Trematodes (Flukes)","Year 3: Medical Microbiology and Parasitology","Year 3: Parasitology","success"
"958891be-f438-4ac7-91d4-6bdde759a53f","Oncopathology & Histopathology Answers","Year 3: General & Systemic Pathology","Year 3: Histopathology & Cytopathology","success"
"72b76c33-b5f6-4437-a582-54fe706c772d","Clinical Endocrinology Cases: Pituitary Tumour, PCOS, Type 1 Diabetes, and HHS","Year 3: General & Systemic Pathology","Year 3: Endocrine and Metabolic Pathology","success"
"aca1d504-5556-4456-949f-0e1de4785028","Chemical Pathology MCQs: Diabetes, Renal & Liver Disease","Year 3: Chemical Pathology","Year 3: Chemical Pathology","no-op (already correct)"
"63983f31-3cd1-44cc-a518-643d9dfb8d6b","Acne Vulgaris & Rosacea: Pathology, Symptoms, & Treatment","Year 3: General & Systemic Pathology","Year 3: Dermatopathology","success"
"c3585606-cb89-4afc-8447-fbc836ec0829","Quality Control in Clinical Chemistry","Year 3: Chemical Pathology","Year 3: Chemical Pathology","no-op (already correct)"
"5e57bab6-11dc-4a14-8355-f748d8bd16ed","CNS Trauma Neuropathology: Fractures, Concussion & CTE","Year 3: General & Systemic Pathology","Year 3: Neuropathology","success"
"8d6d0fd0-fd97-4e51-a3af-d9b7d3df6788","CNS Malformations: NTDs, Spina Bifida & Anencephaly Guide","Year 3: General & Systemic Pathology","Year 3: Neuropathology","success"
"15738b26-7ee3-418f-8f67-200ea52cb681","Neurodegenerative Prion Diseases: CJD, Pathology & Rapid Dementia","Year 3: General & Systemic Pathology","Year 3: Neuropathology","success"
"1221cab3-aed5-4e10-b285-be7681d9596f","Haematology MCQs END YEAR 2025: Medical Student Exam Prep & Answers","Year 3: Hematology and Blood Transfusion","Year 3: Hematopathology","success"
"2b0ef5f6-f740-4e40-947a-7e37d575945d","Endocrine Choice of Diagrams","Year 3: General & Systemic Pathology","Year 3: Endocrine and Metabolic Pathology","success"
"3959b2df-052f-48d6-a788-28971fbdd2f8","Cerebral Edema, Hydrocephalus, Raised ICP & Brain Herniation Pathology","Year 3: General & Systemic Pathology","Year 3: Neuropathology","success"
"65e06c63-1c47-4dc8-8a5f-0faf30b2e8e6","General & Systemic Pathology Exam: MBChB Year 3 Questions","Year 3: Hematology and Blood Transfusion","Year 3: Hematopathology","success"
"b3645b00-b674-4194-9a4b-e2e4303354d5","Lymphoma Overview and Classification","Year 3: Hematology and Blood Transfusion","Year 3: Hematopathology","success"
"4f635594-1cbc-4007-a416-03df0f04708e","Bone & Cartilage Tumors: Osteoma to Osteosarcoma Pathology","Year 3: General & Systemic Pathology","Year 3: Bone and Soft Tissue Pathology","success"
"64058384-a7f1-412a-b6f7-64dbbb8be870","Cerebrovascular Disease: Stroke, Ischemia & Hemorrhage Explained","Year 3: General & Systemic Pathology","Year 3: Neuropathology","success"
"8758aae2-1de4-4fee-bd39-7e154705a14f","Cardiovascular & Respiratory Pathology: Atherosclerosis, RHD & MI Review","Year 3: General & Systemic Pathology","Year 3: Cardiovascular System Pathology","success"
"04e04ba7-73cc-46dc-93f0-96f0b98d7ac7","Quick Guide: Male Reproductive System Pathology, Testis, Penis","Year 3: General & Systemic Pathology","Year 3: Male Reproductive and Urinary System Pathology","success"
"422c5f2b-75dd-4369-8968-8fe4794b20d6","FSGS & HIV Nephropathy: Causes, Symptoms, Diagnosis & Prognosis","Year 3: General & Systemic Pathology","Year 3: Male Reproductive and Urinary System Pathology","success"
"324543fa-1375-425f-9a6d-9b55f0cf6a2b","Endocrine & Renal Pathology","Year 3: General & Systemic Pathology","Year 3: Endocrine and Metabolic Pathology","success"
"c8e226cc-5193-4730-b7f2-70c962bd771e","Master Bone & Soft Tissue Pathology: CAT 2 MCQs & Answers","Year 3: General & Systemic Pathology","Year 3: Bone and Soft Tissue Pathology","success"
"ea588569-cc68-464d-affd-73ab3a131161","Female Reproductive Pathology: HPV, Cancer, PCOS & Pregnancy","Year 3: General & Systemic Pathology","Year 3: Female Reproductive System Pathology","success"
"12d71bf7-98e0-40ba-9a80-92519ec7512f","Endocrine and Metabolic Pathology Course Outline and References","Year 3: General & Systemic Pathology","Year 3: Endocrine and Metabolic Pathology","success"
"779250a3-b0a5-4004-95b2-9172cc013f2f","Blood Grouping and Blood Typing","Year 3: Hematology and Blood Transfusion","Year 3: Blood Transfusion","success"
"e6c5eaa9-acdc-4047-9e77-cbc586ef08b9","LECTURE 4: Thyroid Hormones","Year 3: General & Systemic Pathology","Year 3: Endocrine and Metabolic Pathology","success"
"92f2b0f9-99a7-4349-8663-f04bc4951229","Bone & Soft Tissue Tumour Pathology: Must-Know Diagnoses","Year 3: General & Systemic Pathology","Year 3: Bone and Soft Tissue Pathology","success"
"f3438bd8-43df-452e-9109-36223fa1f2f2","Respiratory System Pathology 1A","Year 3: General & Systemic Pathology","Year 3: Respiratory System Pathology","success"
"a95a31da-273f-4718-a9c3-3ebc7d8ac64d","Lung Pathology — Must-Know","Year 3: General & Systemic Pathology","Year 3: Respiratory System Pathology","success"
"2e0c9564-762b-4369-a0fe-3139660d9c83","Endocrine & Renal Pathology — Must Know Notes","Year 3: General & Systemic Pathology","Year 3: Endocrine and Metabolic Pathology","success"
"630499ad-3a4c-4052-a6a6-2cf936b454c0","Pathology by Dr. Irungu","Year 3: General & Systemic Pathology","Year 3: Oncopathology","success"
"13eb910f-247b-422f-810a-8dc6b04333c8","White Cell Disorders — Must-Know Notes","Year 3: Hematology and Blood Transfusion","Year 3: Hematopathology","success"
"43093875-63a2-4e93-9217-af5d525d29f3","Hematologic Malignancies and Bleeding Disorders","Year 3: Hematology and Blood Transfusion","Year 3: Hematopathology","success"
"d6381565-892e-40c3-8cde-093f6542df0d","Blood Transfusion Medicine: An Exam-Focused Review","Year 3: Hematology and Blood Transfusion","Year 3: Blood Transfusion","success"
"cde01fca-fec6-49de-9b4e-7726a4d38e7b","MALE REPRODUCTIVE SYSTEM PATHOLOGY","Year 3: General & Systemic Pathology","Year 3: Male Reproductive and Urinary System Pathology","success"
"bf553699-2614-44ec-a209-80dbfdedcd13","VASCULAR PATHOLOGY — Must-Know Comprehensive Notes","Year 3: General & Systemic Pathology","Year 3: Cardiovascular System Pathology","success"
"27f16853-5416-4b75-aca1-ba875ef90076","Liver Tumors: Benign, Primary, and Secondary Malignancies Summary","Year 3: General & Systemic Pathology","Year 3: Gastrointestinal Pathology","success"
"6928f654-7580-444e-8aa6-ce5c383b45cc","GASTROINTESTINAL PATHOLOGY (Part 2)","Year 3: General & Systemic Pathology","Year 3: Gastrointestinal Pathology","success"
"d53fea41-7313-464b-b63b-e2393f3f585e","Dr. Irungu Notes","Year 3: General & Systemic Pathology","Year 3: Oncopathology","success"
"e5fddead-3212-46e0-8726-8cf3344641de","Gastrointestinal Neoplasms: High-Yield Exam Review","Year 3: General & Systemic Pathology","Year 3: Gastrointestinal Pathology","success"
"953933e9-3757-4d65-bc83-b898d01ba82c","Gastropathology Pathology","Year 3: General & Systemic Pathology","Year 3: Gastrointestinal Pathology","success"
"1bb6bd21-a4e2-4115-9962-92dc457b7cac","Tumours of the Gastrointestinal Tract","Year 3: General & Systemic Pathology","Year 3: Gastrointestinal Pathology","success"
"39b39d64-52b2-40c9-8bf2-d02ef1ba7b5d","Female & Male Genital Pathology: Ulcers, HPV, Endometriosis, Pre-eclampsia","Year 3: General & Systemic Pathology","Year 3: Female Reproductive System Pathology","success"
"47daa53a-f9b3-4a73-a34d-186b4f8fcb1e","Chemical Path, Long Answer and Short Answer","Year 3: Chemical Pathology","Year 3: Chemical Pathology","no-op (already correct)"
"8f6e9f23-1e3c-4e2a-b49e-d4fb01bfa3a9","Chemical Pathology Sem 1","Year 3: Chemical Pathology","Year 3: Chemical Pathology","no-op (already correct)"
"41afcd44-2890-40ac-b716-56da501d2e81","Clinical Anatomy of the Cerebral Cortex","Year 3: General & Systemic Pathology","Year 3: Neuropathology","success"
"63f95076-bb93-47b5-ae30-5492a1a59363","Congenital Hydrocephalus: Prenatal Diagnosis and Surgical Interventions","Year 3: General & Systemic Pathology","Year 3: Neuropathology","success"
"f15a1c6c-6b26-41ef-baae-044b27623061","Prefrontal Association Areas","Year 3: General & Systemic Pathology","Year 3: Neuropathology","success"
"6cd8fd6c-ddc3-4cba-a3cb-da6636b09c08","Ovarian & Colorectal Cancer: Risks, Pathogenesis, Staging","Year 3: General & Systemic Pathology","Year 3: Gastrointestinal Pathology","success"
"ba67f4bc-480e-40d1-90dc-f91bc27d0cfb","Chest X-ray Interpretation Guide: ABCDE Approach for Medical Students","Year 3: Clinical Techniques","Year 3: Introduction to Clinical Techniques","success"
"9a4e4df0-e574-4340-b0bd-1d6a06a6d16d","Heart Disease — Must Knows","Year 3: General & Systemic Pathology","Year 3: Cardiovascular System Pathology","success"
"91cfce23-4b62-4897-8203-dc421ee21d3f","Molecular Basis of Cancer: Cell Cycle, Apoptosis & Angiogenesis","Year 3: General & Systemic Pathology","Year 3: Oncopathology","success"
"4f9386c9-9fe1-411b-8a70-f423ce1433fb","📚 MEDICAL VIROLOGY & MYCOLOGY — MCQ BANK","Year 3: Medical Microbiology and Parasitology","Year 3: Medical Mycology","success"
"820d195d-b1ed-4003-8a2c-f74e55643dcc","Medical Vectors: Ticks, Trypanosomiasis, Leishmaniasis & More","Year 3: Medical Microbiology and Parasitology","Year 3: Parasitology","success"
"1bdcb672-529f-4edf-afef-f655e4c0ec70","Genetic Disorders Pathology Crash Course: Exam Revision Notes","Year 3: General & Systemic Pathology","Year 3: Genetic Disorders","success"
"faf53085-1ae7-4526-9268-f43da86d418d","Cranial Nerves, Eye Exam & Vital Signs: MBChB Clinical Revision","Year 3: Clinical Techniques","Year 3: Introduction to Clinical Techniques","success"
"dd5e2517-1aea-42a5-aeaa-a87fefd0abb5","Male Reproductive & Urinary Tract Pathology MCQs | MKU Year 3 Medicine","Year 3: General & Systemic Pathology","Year 3: Male Reproductive and Urinary System Pathology","success"
"dd5ddfef-9f38-4cc4-a902-c0106e8eade9","Mycology Revision: Fungal Infections, Histoplasmosis & Cryptococcosis","Year 3: Medical Microbiology and Parasitology","Year 3: Medical Mycology","success"
"b18ab108-fb14-4104-ae1a-1f4d43587b50","Cat. Pathology: Acute Inflammation, Mediators & Pulmonary Embolism","Year 3: General & Systemic Pathology","Year 3: General Pathology","success"
"9788f43d-af8c-4129-9aa2-830d355700d9","Exam Prep: Skin Infections, Psoriasis & Pemphigus","Year 3: General & Systemic Pathology","Year 3: Dermatopathology","success"
"008016d2-1005-4583-a061-a163f9833d4b","Streptococcus Classification, S. pyogenes, Rheumatic Fever, AGN","Year 3: Medical Microbiology and Parasitology","Year 3: Bacteriology","success"
"370992f8-1b16-402c-9049-2ae71ba57e1c","Chemical Pathology MCQs: Clinical Chemistry, Endocrine & Renal","Year 3: Chemical Pathology","Year 3: Chemical Pathology","no-op (already correct)"
"cbdf513e-1dd7-4e90-840e-2bc27aaee18f","Year 3: Haematology and Blood Transfusion Pathology","Year 3: Hematology and Blood Transfusion","Year 3: Hematopathology","success"
"9233b281-513d-4f0e-994f-ee9c43aa6103","Medical Bacteriology MCQs: Review Strep, TB, Anthrax & More","Year 3: Medical Microbiology and Parasitology","Year 3: Bacteriology","success"
"53e948b2-60ac-45fe-b1d3-573b242a19b0","Haematology Exam 2025: MCQs on Anaemia, Leukaemia & Clotting","Year 3: Hematology and Blood Transfusion","Year 3: Hematopathology","success"
"aea2eaae-da5e-4c96-9090-161aa98177c7","Medical Entomology & Parasitology Quiz Q&A","Year 3: Medical Microbiology and Parasitology","Year 3: Parasitology","success"
"cdb4d91d-c68d-4a3e-942d-dd7c944dc880","Hematology & Blood Transfusion Pathology: MDS, Stem Cell Transplant","Year 3: Hematology and Blood Transfusion","Year 3: Hematopathology","success"
"706fa39f-ff3c-4c39-95fa-256c6c217451","Pathology Spot Exam Revision: Lymphoma, Adenoma, Appendicitis, FISH","Year 3: Clinical Techniques","Year 3: Spot/Practical Examination","success"
"2eeef818-c0aa-45c1-a985-d8c3a1c3975a","Medical Virology Exam Notes: Pathogenesis, HSV, CMV, Hepatitis, Flu","Year 3: Medical Microbiology and Parasitology","Year 3: Medical Virology","success"
"554de000-23c7-42c3-a99e-b475cce2e505","EXAM NOTES: VIROLOGY YR3","Year 3: Medical Microbiology and Parasitology","Year 3: Medical Virology","success"
"d208bf62-aa26-4668-bd60-384fd855c51e","EXAM: Influenza, Viral Receptors & Spikes, Interferons, and Viral Pathogenesis","Year 3: Medical Microbiology and Parasitology","Year 3: Medical Virology","success"
"57cedf32-6e21-4df0-a6ae-2d3c81b6e0f0","EXAM: Basic Virology, Viral Replication, Prions & Slow Viruses, Poxviruses & VZV","Year 3: Medical Microbiology and Parasitology","Year 3: Medical Virology","success"
"115ab96f-61ee-454c-8ea7-a2518f0578f6","EXAM: Spot/Practical Examination","Year 3: Clinical Techniques","Year 3: Spot/Practical Examination","success"
"48c72126-7f3a-447e-9b9a-7631632d78c5","Haematology Revision: Haematopoiesis, Anaemia & IDA Guide","Year 3: Hematology and Blood Transfusion","Year 3: Hematopathology","success"
"32d6141b-af76-42cf-b8bc-30e1f095ea36","","Year 3: Hematology and Blood Transfusion","Year 3: Blood Transfusion","success"
"8e304d73-61e0-4016-a340-41bbcceb8b85","Essential Medical Virology: Structure, Classification & Replication","Year 3: Medical Microbiology and Parasitology","Year 3: Medical Virology","success"
"ee837240-29c1-4326-bd96-9044973fd0d9","KIDNEY FUNCTION TESTS &amp; GASTRIC FUNCTION","Year 3: Chemical Pathology","Year 3: Clinical Chemistry","success"
"f39e50af-cef9-45fa-bc4a-3bc6f274b1b0","Neuropathology: CNS Neuronal & Astrocyte Injury Reactions","Year 3: General & Systemic Pathology","Year 3: Neuropathology","success"
"2bf2b760-1f7b-4ceb-9706-2d48021afc61","Neuroanatomy and Brain Metabolism","Year 3: General & Systemic Pathology","Year 3: Neuropathology","success"
"debe9cfe-b489-4acb-900c-93a1aca541c7","LECTURE 1: Principles of Endocrinology","Year 3: General & Systemic Pathology","Year 3: Endocrine and Metabolic Pathology","success"
"2b6584eb-2323-4db3-990f-85138828a1cc","Pharmacology Cheat Code","Year 3: Basic Pharmacology","Year 3: Basic Pharmacology","no-op (already correct)"
"f18fa6cb-76d8-4403-812f-88213fb76ffa","CRUSH COURSE YEAR 3 SEM 1 WORK (Part 1) ","Year 3: Chemical Pathology","Year 3: Clinical Chemistry","success"
"791a83e4-6bdb-417d-87e0-774990888a3f","Obesity Types, Causes and Treatments","Year 3: General & Systemic Pathology","Year 3: Endocrine and Metabolic Pathology","success"
"aa80da6c-f516-42b2-a9e2-196682594bc8","Oncopathology And Genetic Disorders End Sem Cat","Year 3: General & Systemic Pathology","Year 3: Genetic Disorders","success"
"7f8d6102-fe3f-4752-a226-6b1370420b35","VASCULAR PATHOLOGY — Must-Know Notes","Year 3: General & Systemic Pathology","Year 3: Cardiovascular System Pathology","success"
"4b5f904e-ea92-4732-b3e5-dd1f589db48f","COMPREHENSIVE BASIC PHARMACOLOGY - 120 CHALLENGING MCQs","Year 3: Basic Pharmacology","Year 3: Basic Pharmacology","no-op (already correct)"
"96eb9450-a0e7-401d-b5ec-dbf8d0b17d42","Basic Pharmacology - Study Guide","Year 3: Basic Pharmacology","Year 3: Basic Pharmacology","no-op (already correct)"
"fa8ac930-6e96-4732-9167-77c21ac6eba7","ONCOPATHOLOGY - 30 KEY SHORT ANSWER QUESTIONS Hallmarks 1,2 &amp; 3","Year 3: General & Systemic Pathology","Year 3: Oncopathology","success"
"3caafd28-a84d-4495-9281-32d9acda913d","","Year 3: General & Systemic Pathology","Year 3: Male Reproductive and Urinary System Pathology","success"
"a26c5e3e-79eb-475e-9910-58b207a5413d","Biochemical Endocrinology, MBMB2234: Neurochemistry","Year 3: General & Systemic Pathology","Year 3: Endocrine and Metabolic Pathology","success"
"c9534b2e-5343-417b-a269-8f7ada0d44c0","General Pathology Q&amp;A","Year 3: General & Systemic Pathology","Year 3: General Pathology","success"
"901655db-b9ee-4e89-afb9-adefe31d2590","Pharmco Notes","Year 3: Basic Pharmacology","Year 3: Basic Pharmacology","no-op (already correct)"
"e89cc675-7eb8-42c2-b021-241126472bd1","MBPL3621 Introduction to Pharmacology Quiz 1","Year 3: Basic Pharmacology","Year 3: Basic Pharmacology I","success"
"7f7aa944-e1df-4404-ac24-3025558518f9","🫀 VALVULAR HEART DISEASE — ULTRA DEEP NOTES","Year 3: General & Systemic Pathology","Year 3: Cardiovascular System Pathology","success"
"c69a56b6-4e6e-4e81-bf59-cde7fb4e7f34","Endocrine and Metabolic Pathology MCQs: Practice Questions","Year 3: General & Systemic Pathology","Year 3: Endocrine and Metabolic Pathology","success"
"1fdb0622-5e2f-4f88-81d3-9f0abef8d359","Inflammation and Tissue Repair - MCQs","Year 3: General & Systemic Pathology","Year 3: General Pathology","success"
"cb17dd01-18e8-4a33-b4ac-76aeedd53e2c","Pharmacology CRASH Course","Year 3: Basic Pharmacology","Year 3: Basic Pharmacology III","success"
"c2b9c790-26af-41fd-b5c2-01c27380fa81","","Year 3: Chemical Pathology","Year 3: Clinical Chemistry","success"
"5c815f8a-1046-4fca-bb3c-f5873435d072","Endocrine and Metabolic Pathology MCQs for Medical Students","Year 3: General & Systemic Pathology","Year 3: Endocrine and Metabolic Pathology","success"
"86afc1e0-2a5e-429e-87f2-43bcbf654610","MBChB Clinical Exam: Cranial Nerves, Resp & Abdominal Skills","Year 3: Clinical Techniques","Year 3: Introduction to Clinical Techniques","success"
"087bd6a6-36f6-48b6-96d5-077cb2844840","Hematopathology MCQs & Essays: MBChB Exam Revision Guide","Year 3: Hematology and Blood Transfusion","Year 3: Hematopathology","success"
"7cd72a72-6794-4fcc-a54a-9b9cf7b36a63","Dr. Orata Haematology MCQs: Past Paper Questions & Answers","Year 3: Hematology and Blood Transfusion","Year 3: Hematopathology","success"
"05730379-3a50-4d3f-b9b4-4633b675ec2c","Medical MCQs: Chemical Pathology & Haematology Exam Review","Year 3: General & Systemic Pathology","Year 3: General Pathology","success"
"1badb62d-24d0-45fd-858e-2dbadd531b58","CNS & Abdominal Exam: Clinical Techniques, History & Neurology","Year 3: Clinical Techniques","Year 3: Introduction to Clinical Techniques","success"
"a07be859-2089-47e0-a864-8201284b32af","Medical Mycology Q&A: Fungal Pathogens, Drugs, & Diseases","Year 3: Medical Microbiology and Parasitology","Year 3: Medical Mycology","success"
"d267894d-7e44-4048-b978-8132818f526c","CVS History & Physical Exam: Symptoms, Chest Pain & Syncope","Year 3: Clinical Techniques","Year 3: Clinical Techniques","no-op (already correct)"
"a69b0ce3-04dd-410e-b67c-aef3375880b9","CNS History Taking & Neurological Exam Guide | Clinical Skills","Year 3: Clinical Techniques","Year 3: Clinical Techniques","no-op (already correct)"
"682c1d25-3d6d-4508-9f72-b7304d27cdec","Complete Nutrition Science: Macronutrients & Health Foundations","Year 3: Nutrition and Dietetics","Year 3: Nutrition and Dietetics","no-op (already correct)"
"44fc681f-a206-4dd3-a5ba-22b7b1a38919","Clinical Nutrition & Dietetics: Exam Review & Core Concepts","Year 3: Nutrition and Dietetics","Year 3: Nutrition and Dietetics","no-op (already correct)"
"425c7c46-cf0a-4b37-b66b-7bf911b9cdaa","Mastering Community Health: Diagnosis, Indicators & Care Strategies","Year 3: Community Health","Year 3: Community Health","no-op (already correct)"
"cd769b67-4dcd-4814-bd15-50ad6c9989dc","Aplastic Anemia: Causes, Symptoms & Treatment | Hematology","Year 3: Hematology and Blood Transfusion","Year 3: Hematopathology","success"
"7c1cc27d-4cbf-4bba-8a0f-32aa9a6e1b2d","Acute Leukaemia (AML/ALL) & WBC Disorders: Hematology Guide","Year 3: Hematology and Blood Transfusion","Year 3: Hematopathology","success"
"499e2e1f-0b3d-4a44-be8b-acc0f89af7ac","CELLULAR INJURY AND ADAPTATION MCQs","Year 3: General & Systemic Pathology","Year 3: General Pathology","success"
"a15874d0-3082-4e8e-8783-520e71372e63","Blood Transfusion Guide: ABO, Reactions, Products & Safety","Year 3: Hematology and Blood Transfusion","Year 3: Blood Transfusion","success"
"09b36161-b456-49e2-9274-0463a236aecb","High-Yield Clinical Exam Notes: Cranial Nerves, Respiratory, Cardio","Year 3: Clinical Techniques","Year 3: Introduction to Clinical Techniques","success"
"8544c7a9-8ff7-4418-a282-ddf5f2978c24","CRUSH COURSE (PART 2) Clinical Chem Patho","Year 3: Chemical Pathology","Year 3: Clinical Chemistry","success"
"cb640a0a-7fc6-4c0f-bb17-e701fc6d7626","CRASH COURSE PART 3 CHEMICAL PATHO","Year 3: Chemical Pathology","Year 3: Clinical Chemistry","success"
"7f72709b-62ae-4234-b0b6-478d053ac684","ACID-BASE DISORDERS - CLINICAL CASE MCQs","Year 3: Chemical Pathology","Year 3: Clinical Chemistry","success"
"e2f0610f-8534-4830-adcf-467f33b027b0","50 Multiple Choice Questions","Year 3: General & Systemic Pathology","Year 3: General Pathology","success"
"72488117-a7e1-4c85-9812-3f609eb13b8c","Chemical Pathology","Year 3: Hematology and Blood Transfusion","Year 3: Hematopathology","success"
"88e06805-a632-4109-bf3d-0bb895aec903","ACIDOSIS AND ALKALOSIS MCQs","Year 3: Chemical Pathology","Year 3: Clinical Chemistry","success"
"076c3be4-52e9-4c52-ba8c-cfe55d9d4491","Non-Hodgkin Lymphoma: Classification, Symptoms, Diagnosis, and Treatment","Year 3: Hematology and Blood Transfusion","Year 3: Hematopathology","success"
"22888b16-2692-490d-b7d9-2744c58bda25","Defects in DNA Repair and Replication","Year 3: General & Systemic Pathology","Year 3: Genetic Disorders","success"
"99e6fa6d-0567-4972-a637-96e100819790","Outline of Female Reproductive Pathology","Year 3: General & Systemic Pathology","Year 3: Female Reproductive System Pathology","success"
"7a528db0-4b22-4d38-a889-0b66d3109b7b","Skin & Breast Pathology MCQs: Dermatological Lesions & Diseases","Year 3: General & Systemic Pathology","Year 3: Dermatopathology","success"
"69cdc7a8-1b2a-441a-ab60-9956fd966818","INTRODUCTION TO NEOPLASIA MCQs","Year 3: General & Systemic Pathology","Year 3: General Pathology","success"
"a9f7c42f-1831-49af-8ea1-29172e7a15b5","ONCOPATHOLOGY MCQ EXAMINATION HAllmarks of Cancer 1,2 &amp;3","Year 3: General & Systemic Pathology","Year 3: Oncopathology","success"
"b144c6eb-9d22-48a0-b811-93c6ddda1786","General Pathology","Year 3: General & Systemic Pathology","Year 3: General Pathology","success"
"3760740f-f17c-45e1-ab0e-4942df60d09c","Neurochemistry Test – Questions and Answers","Year 3: Chemical Pathology","Year 3: Chemical Pathology","no-op (already correct)"
"74c68d06-4cda-4429-b6b4-a82444456bf3","MBPL3822 Chemotherapy CAT 1 MCQs","Year 3: Basic Pharmacology","Year 3: Basic Pharmacology II","success"
"6f718a71-1dba-4e1c-be05-7ec825034b7c","MKU MBChB Year III Exam Timetable: Medicine & Surgery Revision 2026","Year 3: Reference","(unchanged - no unit)","skipped"
"e9981bb9-6fe6-492d-b5f1-dd73553fac9a","Department Of Pathology","Year 3: Reference","(unchanged - no unit)","skipped"
"54d3293c-53b6-402f-9f93-506be2299bfb","Looking back at the document, I need to check if I've covered all questions. Let me verify:","Year 3: General Pathology","(unchanged - no unit)","skipped"
"3dd714bb-9dee-463a-86da-4947519713c9","MKU MBChB Year 3 Exams 2026: Timetable, Pathology, Microbiology","Year 3: Reference","(unchanged - no unit)","skipped"
