id,title,year,course_unit,subunit,old_category
"a9f7c42f-1831-49af-8ea1-29172e7a15b5","ONCOPATHOLOGY MCQ EXAMINATION HAllmarks of Cancer 1,2 &amp;3","3","General & Systemic Pathology","General Pathology","Year 3: General Pathology"
"fd646601-7f6e-4e59-a6e2-80269b0b6098","Herpesviridae: HSV-1, HSV-2, VZV Pathogenesis, Diagnosis, Treatment","3","Medical Microbiology and Parasitology","Medical Virology","Year 3: Medical Virology"
"5f6e10b3-b53f-4b4d-8843-afecb76a889e","Essential Human Communication Skills in Medicine","2","Human Communication Skills","Human Communication Skills","Year 2: Human Communication Skills"
"f7b1ba96-9487-4124-95f4-3a8bf4938f93","Infectious Arthritis: Bacterial, TB & Viral Joint Infections","3","General & Systemic Pathology","Bone and Soft Tissue Pathology","Year 3: Bone and Soft Tissue Pathology"
"3760740f-f17c-45e1-ab0e-4942df60d09c","Neurochemistry Test – Questions and Answers","3","General & Systemic Pathology","Endocrine and Metabolic Pathology","Year 3: Endocrine and Metabolic Pathology"
"aa88ed9b-d5ee-41c1-87be-906ea9b62400","COMPLEX MULTIGENIC AND CYTOGENETIC DISORDERS - 50 MCQs","2","Medical Biochemistry II","Molecular Genetics and Cytogenetics","Year 2: Molecular Genetics and Cytogenetics"
"d195783a-fb87-414c-82d6-8bf1ee361c4f","Herpesviruses: HSV-1, HSV-2, VZV, Symptoms, Diagnosis, Tx","3","Medical Microbiology and Parasitology","Medical Virology","Year 3: Medical Virology"
"433a2f1f-feac-4141-aef8-969717d8e91c","Inhibitors of Translation","2","Principles of Microbiology and Parasitology","Microbiology","Year 2: Microbiology"
"947c796d-8d56-4d31-8718-21c918f9af2e","Gene Transfer","2","Principles of Microbiology and Parasitology","Microbiology","Year 2: Microbiology"
"cf9e9026-797c-4b1c-98aa-cc315a71196f","Trichomonas","2","Principles of Microbiology and Parasitology","Parasitology","Year 2: Parasitology"
"e2f0610f-8534-4830-adcf-467f33b027b0","50 Multiple Choice Questions","3","General & Systemic Pathology","Endocrine and Metabolic Pathology","Year 3: Endocrine and Metabolic Pathology"
"ee8c269e-f49e-4b62-a75b-a6c564f51f5a","LIPID AND LIPOPROTEIN DISORDERS MCQs","3","General & Systemic Pathology","Endocrine and Metabolic Pathology","Year 3: Endocrine and Metabolic Pathology"
"4901fe8e-f704-4e0e-8721-883fa1e78e40","LECTURE 7: GI tract Hormones","2","Medical Physiology II","Physiology","Year 2: Physiology"
"8eed6952-b901-478b-9a3a-1cdd94d50fce","LECTURE 6: Pancreatic and Adrenal Hormones","3","General & Systemic Pathology","Endocrine and Metabolic Pathology","Year 3: Endocrine and Metabolic Pathology"
"d433fddc-e909-4503-93f4-1a7c78f835e1","Haematopathology MCQs: Blood Disorders & Anemia Explained","3","Hematology and Blood Transfusion","Hematopathology","Year 3 : Hematopathology"
"62252fb3-c87c-404b-a82e-4c6dd7d22fe3","Lower Limb Anatomy MCQ Compilation","1","Human Anatomy I","Anatomy","Year 1: Anatomy"
"72488117-a7e1-4c85-9812-3f609eb13b8c","Chemical Pathology","3","Hematology and Blood Transfusion","Hematopathology","Year 3: Hematopathology"
"b553ad05-6bc9-4166-845a-5b7a9ef4beac","Human Communication Skills Exam Study Notes","2","Human Communication Skills","Human Communication Skills","Year 2: Human Communication Skills"
"ea4dfce6-0253-4be2-bb68-bfbf99a8782c","ADRENAL NEOPLASMS — Adenoma vs Carcinoma","3","General & Systemic Pathology","Endocrine and Metabolic Pathology","Year 3: Endocrine and Metabolic Pathology"
"06f74de5-e31e-4fdd-b3b9-38c5cb025d91","Basics of Biosafety","2","Epidemiology and Biostatistics","Epidemiology and Statistics","Year 2: Epidemiology and Statistics"
"3a9dc7b6-d4bc-4bfd-9af7-28207a9c427b","Medical Biochemistry II PAPER A (MBMB 2200)","2","Medical Biochemistry II","Clinical Biochemistry","Year 2: Clinical Biochemistry"
"2892a866-90e8-4e71-86ae-43ef416e8a88","Strongyloides stercoralis (Threadworm)","2","Principles of Microbiology and Parasitology","Parasitology","Year 2: Parasitology"
"aafb72d6-cf7a-45d4-824e-ee0fbff80d66","Medical Parasitology","2","Principles of Microbiology and Parasitology","Parasitology","Year 2: Parasitology"
"2c87572c-cac8-45f5-830e-71d080e5a623","Mycoses: Superficial, Cutaneous & Systemic Fungal Infections","3","Medical Microbiology and Parasitology","Medical Mycology","Year 3: Medical Mycology"
"74c5dab9-c70c-49b5-bccc-0df5eb13cd33","Medical Bacteriology MCQs: ETEC, Pseudomonas, Salmonella & More","3","Medical Microbiology and Parasitology","Bacteriology","Year 3: Bacteriology"
"dbcf7da0-af6f-4667-8f38-e2493b4770be","Medical Physiology Ii","2","Medical Physiology II","GIT Physiology","Year 2: GIT Physiology"
"6df8a0a0-b0c6-4bf6-a9b6-14f0787cb40f","Mycotoxins & Aflatoxins: Health Risks, Diagnosis & Management","3","Medical Microbiology and Parasitology","Medical Mycology","Year 3: Medical Mycology"
"64c21cd3-4e90-4dec-b687-233bd73480c9","Cardiovascular Pathology MCQs: Rheumatic Fever, AAA, HTN, HFpEF","3","General & Systemic Pathology","Cardiovascular System Pathology","Year 3: Cardiovascular System Pathology"
"62e5cca4-6a84-428a-ba92-08f642205de5","ANATOMY LAQs and SAQs","1","Human Anatomy I","Embryology","Year 1: Embryology"
"e1ff4d8c-04c0-4992-a45d-637722622c36","Arthropod Vectors and Vector-Borne Diseases - CAT Quiz","2","Principles of Microbiology and Parasitology","Parasitology","Year 2: Parasitology"
"25b2c9d9-fc25-48e3-bdb3-cb4add5af3b9","Fungal Genetics, HIV & Mycoses Epidemiology in Kenya","3","Medical Microbiology and Parasitology","Medical Mycology","Year 3: Medical Mycology"
"f84d3c17-0ee8-4b34-8fdd-0ba3d975b617","Immune System Protective Mechanism","2","Immunology","Cellular Immunology","Year 2: Cellular Immunology"
"095a3290-926f-4693-ac8e-0f27cce893b5","Skin & Breast Pathology CAT: MKU Year 3 Medicine Exam","3","General & Systemic Pathology","Breast Pathology","Year 3: Breast Pathology"
"07e13708-1090-4afb-8e00-ac86b00ace7e","Medical Biochemistry, Genetics, and Molecular Biology","2","Medical Biochemistry II","Clinical Biochemistry","Year 2: Clinical Biochemistry"
"3cb38170-ccfc-4058-a170-4dd9d857b469","Glomerular Diseases: Classification, Histology & Pathology","3","General & Systemic Pathology","Male Reproductive and Urinary System Pathology","Year 3: Male Reproductive and Urinary System Pathology"
"3a1a1302-3edf-4003-94a8-3f2b8b44805f","Hookworms (Ancylostoma duodenale &amp; Necator americanus)","2","Principles of Microbiology and Parasitology","Parasitology","Year 2: Parasitology"
"076c3be4-52e9-4c52-ba8c-cfe55d9d4491","Non-Hodgkin Lymphoma: Classification, Symptoms, Diagnosis, and Treatment","3","Hematology and Blood Transfusion","Hematopathology","Year 3: Hematopathology"
"51178939-9440-4610-8464-00810f07cb80","CLINICAL BIOCHEMISTRY LAQs & SAQs","2","Medical Biochemistry II","Clinical Biochemistry","Year 2: Clinical Biochemistry"
"3fa1428a-3dfa-4bf2-a7be-38929897012a","Filarial Worms","2","Principles of Microbiology and Parasitology","Parasitology","Year 2: Parasitology"
"fa6f2772-51ab-4133-b674-02c0315fdd83","Southern Blotting","2","Medical Biochemistry II","Molecular Biology","Year 2: Molecular Biology"
"c9c32832-ac7d-410d-86a2-d8a577f1b637","Genetics & Disease: Muscular Dystrophy, CF, Marfan, Diabetes, Cancer","3","General & Systemic Pathology","Genetic Disorders","Year 3: Genetic Disorders"
"f9d978b2-771f-410f-a416-f2d9613c4d4f","Bacteria","2","Principles of Microbiology and Parasitology","Microbiology","Year 2: Microbiology"
"63fa1a73-2106-4b1c-ac30-d02e1379103c","general Pathology Q&amp;A","3","General & Systemic Pathology","General Pathology","Year 3: General Pathology"
"ecb21910-28b5-484d-9c12-0f05505d4154","Amebae","2","Principles of Microbiology and Parasitology","Parasitology","Year 2: Parasitology"
"3d6115d4-0daf-4b93-9477-0ffab1d33054","Trypanosoma","2","Principles of Microbiology and Parasitology","Parasitology","Year 2: Parasitology"
"c69f0853-3226-4387-b3c7-9ec617327671","Cytopathology vs Histopathology CAT: Definitions & Lab Basics","3","General & Systemic Pathology","Histopathology & Cytopathology","Year 3: Histopathology & Cytopathology:"
"74d6acd4-c449-40af-83c4-25bae2ae556b","Endocrine LAqs and SAqs","3","Basic Pharmacology","Basic Pharmacology","Year 3: Basic Pharmacology III"
"6cf5d280-cade-48ed-be0a-600962fa793d","Anatomy and Embryology Examination Questions and Marking Scheme","1","Human Anatomy I","Gross Anatomy Head and Neck","Year 1: Gross Anatomy Head and Neck"
"f5f0b0f6-0711-4bc6-b599-e9201dea39e2","Comprehensive Guide to Nutrient Digestion and Absorption","2","Medical Physiology II","GIT Physiology","Year 2: GIT Physiology"
"b4d538f1-3017-4c63-97d9-d288e9f133dd","GASTROINTESTINAL PATHOLOGY (Part 3)","3","General & Systemic Pathology","General Pathology","Year 3: General Pathology"
"3f48f7eb-e5db-4d23-bc47-8abfd70c9e28","Respiratory Pathology 1b","3","General & Systemic Pathology","General Pathology","Year 3: General Pathology"
"2ca687e8-eabe-4091-9462-0f92765f8ae2","End Sem Cat: Respiratory Pathology: Emphysema, ARDS, Pneumoconiosis","3","General & Systemic Pathology","Respiratory System Pathology","Year 3: Respiratory System Pathology"
"673c4d69-da9c-45ae-aa51-3d326f1b45a2","Biochemistry Course Outline: Year 5 ENT, 2nd Semester Assessment & Materials","2","Medical Biochemistry II","Clinical Biochemistry","Year 2: Clinical Biochemistry"
"5647759d-d436-479e-9ae4-7e8bedcfab30","Types of Mutations in ARBHN (Amino Acid Replacement Based on Hemoglobin to Product Form)","3","Hematology and Blood Transfusion","Hematopathology","Year 3: Hematopathology"
"dc37816b-ad0c-416e-8d86-de4515b81e48","Medical Physiology Year Two – Paper Two MCQs","2","Medical Physiology II","Physiology","Year 2: Physiology"
"86d65f5d-3d3a-43dc-8f33-ff834798534f","Heart Disease: Must Knows","3","General & Systemic Pathology","General Pathology","Year 3: General Pathology"
"b3dd28be-c71f-4074-b27a-ca5ba9ba123b","Liver Histology, Physiology and Pathology","3","Hematology and Blood Transfusion","Hematopathology","Year 3: Hematopathology"
"7e0f34a5-52ad-4002-b2ed-86ea0491a371","Genetic Disorders CAT: Key Terms & Inheritance Patterns Explained","3","General & Systemic Pathology","Genetic Disorders","Year 3: Genetic Disorders"
"e1db3404-ccf9-428a-bd92-161746acb03a","Liver Histology & Physiology","2","Medical Biochemistry II","Clinical Biochemistry","Year 2: Clinical Biochemistry"
"f3469fff-058a-4f2e-81ca-514c7f56c0a1","Breast Cancer Guide: Epidemiology, Risk Factors & Classification","3","General & Systemic Pathology","Breast Pathology","Year 3: Breast Pathology"
"7c9e507d-9e15-49e2-a91e-557383eb9f96","Anatomy and Biochemistry of the Eye","1","Medical Biochemistry I","Carbohydrate Metabolism and Bioenergetics","Year 1: Carbohydrate Metabolism and Bioenergetics"
"187bf467-6ef7-471f-8149-7b6382947e24","Penile & Testicular Pathologies: Hypospadias, Tumors, Torsion – Male Reproductiv","3","General & Systemic Pathology","Male Reproductive and Urinary System Pathology","Year 3: Male Reproductive and Urinary System Pathology"
"46127cad-3b42-4726-aff0-a722579f5a5f","Specific Proteins in Clinical Diagnosis","2","Medical Biochemistry II","Clinical Biochemistry","Year 2: Clinical Biochemistry"
"f642b4f4-e29a-40b8-a55f-4a2134f71b85","Clinical Biochemistry","2","Medical Biochemistry II","Clinical Biochemistry","Year 2: Clinical Biochemistry"
"d333712a-dc6c-4e69-a939-8e404cb506a2","MDS, Myelofibrosis & HLH: Key Blood Disorders Explained","3","Hematology and Blood Transfusion","Blood Transfusion","Year 3: Blood Transfusion"
"144ba525-ce25-455f-8328-a4c94059022b","Clinical Biochemistry and Laboratory Testing","2","Medical Biochemistry II","Clinical Biochemistry","Year 2: Clinical Biochemistry"
"d170f990-cb11-424f-accf-9023014f1ace","Medical Biochemistry II (MBMB 2200) -2","3","Basic Pharmacology","Basic Pharmacology","Year 3: Basic Pharmacology III"
"2106bc52-eadf-4919-8141-14e307600d09","Blood Metabolites Measurement and Their Applications","2","Medical Biochemistry II","Clinical Biochemistry","Year 2: Clinical Biochemistry"
"a89fdca6-1cbb-440c-b47c-004a760bd884","Parasitic Protozoa","2","Principles of Microbiology and Parasitology","Parasitology","Year 2: Parasitology"
"171d8bf9-2c00-4049-90ce-4de5a0a7dbf8","Amebiasis and Pathogenic Free-Living Amebae","2","Principles of Microbiology and Parasitology","Parasitology","Year 2: Parasitology"
"33fb0af9-68e8-46d8-a2bf-14a6d661d667","Oncology Intro: Cancer Biology, Genetics & Immuno-Oncology","3","Basic Pharmacology","Basic Pharmacology","Year 3: Basic Pharmacology II"
"a30e6240-7508-4820-8f3b-1921575972d0","Brown and White Adipose Tissue","2","Medical Biochemistry II","Clinical Biochemistry","Year 2: Clinical Biochemistry"
"31d07a12-1d26-49e0-8804-3474f6aed1e0","Introduction to Oncology: History, Genetics & Immuno-oncology","3","Basic Pharmacology","Basic Pharmacology","Year 3: Basic Pharmacology II"
"7366b6a5-d0a0-4f6a-89e7-69b5dcdcc15f","SummaryThis document provides a comprehensive overview of male reproductive system pathologies, covering congenital malformations, inflammatory conditions, and neoplasms of the penis, testis, epididymis, and prostate. It details conditions such as hypospadias, squamous cell carcinoma of the penis, cryptorchidism, testicular torsion, germ cell tumors, prostatitis, benign prostatic hyperplasia (BPH), and prostate carcinoma. Key risk factors, pathogenesis, clinical features, and management strategies are discussed for each pathology.","3","General & Systemic Pathology","Male Reproductive and Urinary System Pathology","Year 3: Male Reproductive and Urinary System Pathology"
"bd31016e-acfc-4759-bc4a-fc6d1e928eda","Chemotherapy Drugs: Cell Cycle Phase & Mechanism Explained","3","Basic Pharmacology","Basic Pharmacology","Year 3: Basic Pharmacology III"
"1ce71419-51e8-4bd9-8079-9923c892a19c","ADRENAL NEOPLASMS — Adenoma vs Carcinoma","3","General & Systemic Pathology","Endocrine and Metabolic Pathology","Year 3: Endocrine and Metabolic Pathology"
"d1c0a31b-6348-4db1-a22e-3a5f329f8a96","Human Pathology","3","General & Systemic Pathology","General Pathology","Year 3: General Pathology"
"f5616995-a485-474d-ac6f-d51baa5c5aaf","Population and Demography","2","Epidemiology and Biostatistics","Epidemiology and Statistics","Year 2: Epidemiology and Statistics"
"550e3408-a708-4f85-9f3e-4d765f5ff070","Medical Mycology Fundamentals: Fungi, Antifungal Drugs & More","3","Medical Microbiology and Parasitology","Medical Virology","Year 3: Must Know Virology"
"6a8a23f6-5c26-4650-9cfb-ea737e8e92cc","Medical Entomology Questions","2","Principles of Microbiology and Parasitology","Parasitology","Year 2: Parasitology"
"c44bf6c3-130e-4f6c-9126-84513ba24eb4","ADRENAL NEOPLASMS — Adenoma vs Carcinoma","3","General & Systemic Pathology","Endocrine and Metabolic Pathology","Year 3: Endocrine and Metabolic Pathology"
"b6c8555f-e9db-4f71-8814-cd6f555a8513","Cellular Injury and Adaptation MCQs","3","General & Systemic Pathology","General Pathology","Year 3: General Pathology"
"c2a47ac1-ab7e-476e-976a-f7ac2c1768e9","Thyroid Hormone","2","Medical Physiology II","Physiology","Year 2: Physiology"
"028b0cbc-30f6-42f0-9076-5d31f7738227","MBCHB Virology & Mycology: Interferons, Vaccines, Fungi, Mycetoma","3","Medical Microbiology and Parasitology","Medical Virology","Year 3: Must Know Virology"
"594d8cce-de88-4f98-be4f-d163232cc369","Cytomegalovirus (CMV) Guide: Pathogenesis, Dx & Treatment","3","Medical Microbiology and Parasitology","Medical Virology","Year 3: Must Know Virology"
"4a1d5d14-b428-4586-93c5-133a058c07ee","General Pathology I","3","General & Systemic Pathology","General Pathology","Year 3: General Pathology"
"af99ae0f-c9c1-4123-8adc-7be733b13a52","Adenovirus & Parvovirus B19: Non-Enveloped DNA Virus Guide","3","Medical Microbiology and Parasitology","Medical Virology","Year 3: Medical Virology"
"024030f6-f8fb-4529-ac28-0a4e59ae6b01","Life Cycles of Medically Important Trematodes (Flukes)","3","General & Systemic Pathology","General Pathology","Year 3: General Pathology"
"958891be-f438-4ac7-91d4-6bdde759a53f","Oncopathology & Histopathology Answers","3","General & Systemic Pathology","General Pathology","Year 3: General Pathology"
"2b9e918f-78ad-47e0-b5c7-c95a117157b0","The Unseen Battles of Silence","1","Human Anatomy I","Anatomy","Year 1: Anatomy"
"72b76c33-b5f6-4437-a582-54fe706c772d","Clinical Endocrinology Cases: Pituitary Tumour, PCOS, Type 1 Diabetes, and HHS","3","General & Systemic Pathology","Endocrine and Metabolic Pathology","Year 3: Endocrine and Metabolic Pathology"
"2c6bbcbc-2b10-4585-8b5d-a16c08900b87","Sensory Physiology and Neurophysiology MCQs","1","Medical Physiology I","Neurophysiology I","Year 1: Neurophysiology I"
"aca1d504-5556-4456-949f-0e1de4785028","Chemical Pathology MCQs: Diabetes, Renal & Liver Disease","3","Chemical Pathology","Chemical Pathology","Year 3: Chemical Pathology"
"63983f31-3cd1-44cc-a518-643d9dfb8d6b","Acne Vulgaris & Rosacea: Pathology, Symptoms, & Treatment","3","General & Systemic Pathology","Breast Pathology","Year 3: Breast Pathology"
"c3585606-cb89-4afc-8447-fbc836ec0829","Quality Control in Clinical Chemistry","3","Chemical Pathology","Chemical Pathology","Year 3: Chemical Pathology"
"5e57bab6-11dc-4a14-8355-f748d8bd16ed","CNS Trauma Neuropathology: Fractures, Concussion & CTE","3","General & Systemic Pathology","Bone and Soft Tissue Pathology","Year 3: Bone and Soft Tissue Pathology"
"8d6d0fd0-fd97-4e51-a3af-d9b7d3df6788","CNS Malformations: NTDs, Spina Bifida & Anencephaly Guide","3","General & Systemic Pathology","Bone and Soft Tissue Pathology","Year 3: Bone and Soft Tissue Pathology"
"847aa557-0b8b-4082-a06a-c934b5331f42","Clinical Enzymes: Functions and Applications","3","General & Systemic Pathology","General Pathology","Year 3: General Pathology"
"15738b26-7ee3-418f-8f67-200ea52cb681","Neurodegenerative Prion Diseases: CJD, Pathology & Rapid Dementia","3","General & Systemic Pathology","Bone and Soft Tissue Pathology","Year 3: Bone and Soft Tissue Pathology"
"1221cab3-aed5-4e10-b285-be7681d9596f","Haematology MCQs END YEAR 2025: Medical Student Exam Prep & Answers","3","Hematology and Blood Transfusion","Hematopathology","Year 3: Exam Hematology"
"ce669591-b4ed-4498-9702-19396e2309ab","Development of the Heart","1","Human Anatomy I","Embryology","Year 1: Embryology"
"2b0ef5f6-f740-4e40-947a-7e37d575945d","Endocrine Choice of Diagrams","3","General & Systemic Pathology","Endocrine and Metabolic Pathology","Year 3: Endocrine and Metabolic Pathology"
"3959b2df-052f-48d6-a788-28971fbdd2f8","Cerebral Edema, Hydrocephalus, Raised ICP & Brain Herniation Pathology","3","General & Systemic Pathology","Bone and Soft Tissue Pathology","Year 3: Bone and Soft Tissue Pathology"
"65e06c63-1c47-4dc8-8a5f-0faf30b2e8e6","General & Systemic Pathology Exam: MBChB Year 3 Questions","3","General & Systemic Pathology","General Pathology","Year 3: EXAM: General & Systemic Pathology"
"b3645b00-b674-4194-9a4b-e2e4303354d5","Lymphoma Overview and Classification","3","Hematology and Blood Transfusion","Hematopathology","Year 3: Hematopathology"
"4f635594-1cbc-4007-a416-03df0f04708e","Bone & Cartilage Tumors: Osteoma to Osteosarcoma Pathology","3","General & Systemic Pathology","Bone and Soft Tissue Pathology","Year 3: Bone and Soft Tissue Pathology"
"64058384-a7f1-412a-b6f7-64dbbb8be870","Cerebrovascular Disease: Stroke, Ischemia & Hemorrhage Explained","3","General & Systemic Pathology","Bone and Soft Tissue Pathology","Year 3: Bone and Soft Tissue Pathology"
"a2e21204-6d35-4dab-9e35-fa31307d3bf8","Spinal Cord Tracts: Ascending and Descending Pathways","1","Human Anatomy I","Anatomy","Year 1: Anatomy"
"04e04ba7-73cc-46dc-93f0-96f0b98d7ac7","Quick Guide: Male Reproductive System Pathology, Testis, Penis","3","General & Systemic Pathology","Male Reproductive and Urinary System Pathology","Year 3: Male Reproductive and Urinary System Pathology"
"fcbaf433-b991-4f9e-9024-5d70f94c4e4c","Sample Testing in Clinical Biochemistry","2","Medical Biochemistry II","Clinical Biochemistry","Year 2: Clinical Biochemistry"
"b1ef0a1c-2858-4daa-9095-41ab84a543c6","Cellular Immunology Short Answer Questions","2","Immunology","Cellular Immunology","Year 2: Cellular Immunology"
"3705fa77-c110-4aaf-b03a-b6e33f6e6c5e","Medical Physiology Section A - Complete Questions and Comprehensive Answers","2","Medical Physiology II","Physiology","Year 2: Physiology"
"6c632a06-4849-43b4-99af-d4574f4e9906","Clinical Biochemistry - Comprehensive Study Notes","2","Medical Biochemistry II","Clinical Biochemistry","Year 2: Clinical Biochemistry"
"fb4562ec-d601-46bc-89d6-6b8e46eff3f8","Epidemiology Case Study MCQs","2","Epidemiology and Biostatistics","Epidemiology and Statistics","Year 2: Epidemiology and Statistics"
"422c5f2b-75dd-4369-8968-8fe4794b20d6","FSGS & HIV Nephropathy: Causes, Symptoms, Diagnosis & Prognosis","3","General & Systemic Pathology","Male Reproductive and Urinary System Pathology","Year 3: Male Reproductive and Urinary System Pathology"
"324543fa-1375-425f-9a6d-9b55f0cf6a2b","Endocrine & Renal Pathology","3","General & Systemic Pathology","Endocrine and Metabolic Pathology","Year 3: Endocrine and Metabolic Pathology"
"54d3293c-53b6-402f-9f93-506be2299bfb","Looking back at the document, I need to check if I've covered all questions. Let me verify:","3","General & Systemic Pathology","General Pathology","Year 3: General Pathology"
"c8e226cc-5193-4730-b7f2-70c962bd771e","Master Bone & Soft Tissue Pathology: CAT 2 MCQs & Answers","3","General & Systemic Pathology","Bone and Soft Tissue Pathology","Year 3: Bone and Soft Tissue Pathology"
"ea588569-cc68-464d-affd-73ab3a131161","Female Reproductive Pathology: HPV, Cancer, PCOS & Pregnancy","3","General & Systemic Pathology","General Pathology","Year 3: General Pathology"
"6450c3e4-09c0-4840-afeb-153cefaed2e5","Human Communication Skills and Medical Ethics - Exam Answers","2","Human Communication Skills","Human Communication Skills","Year 2: Human Communication Skills"
"12d71bf7-98e0-40ba-9a80-92519ec7512f","Endocrine and Metabolic Pathology Course Outline and References","3","General & Systemic Pathology","Endocrine and Metabolic Pathology","Year 3: Endocrine and Metabolic Pathology"
"779250a3-b0a5-4004-95b2-9172cc013f2f","Blood Grouping and Blood Typing","3","Hematology and Blood Transfusion","Blood Transfusion","Year 3: Blood Transfusion"
"e6c5eaa9-acdc-4047-9e77-cbc586ef08b9","LECTURE 4: Thyroid Hormones","3","General & Systemic Pathology","Endocrine and Metabolic Pathology","Year 3: Endocrine and Metabolic Pathology"
"92f2b0f9-99a7-4349-8663-f04bc4951229","Bone & Soft Tissue Tumour Pathology: Must-Know Diagnoses","3","General & Systemic Pathology","Bone and Soft Tissue Pathology","Year 3: Bone and Soft Tissue Pathology"
"f3438bd8-43df-452e-9109-36223fa1f2f2","Respiratory System Pathology 1A","3","General & Systemic Pathology","Respiratory System Pathology","Year 3: Respiratory System Pathology"
"a95a31da-273f-4718-a9c3-3ebc7d8ac64d","Lung Pathology — Must-Know","3","General & Systemic Pathology","General Pathology","Year 3: General Pathology"
"9873bd6b-ab5a-45bd-aaa0-7abc567b51bf","Genetic and Autoimmune Causes with Focus on Affected Proteins","2","Medical Biochemistry II","Molecular Genetics and Cytogenetics","Year 2: Molecular Genetics and Cytogenetics"
"0acebd25-1465-47d8-a4a4-dcb1dee13b0b","Medical Entomology Exam 2018/2019 MCQs","2","Principles of Microbiology and Parasitology","Parasitology","Year 2: Parasitology"
"58ec9e18-54ef-42e3-a0da-500fa9bc95d9","Essential Cardiovascular Pathology: Atherosclerosis to Endoc","3","General & Systemic Pathology","General Pathology","Year 3: EXAM: General & Systemic Pathology"
"2e0c9564-762b-4369-a0fe-3139660d9c83","Endocrine & Renal Pathology — Must Know Notes","3","General & Systemic Pathology","Endocrine and Metabolic Pathology","Year 3: Endocrine and Metabolic Pathology"
"63944f3f-6084-4957-b83a-b13bba429eaf","Molecular Biology,Molecular Genetics & Microbial-Biochemistry LAQs & SAQs","2","Medical Biochemistry II","Clinical Biochemistry","Year 2: Clinical Biochemistry"
"7c413875-3751-4e09-81ba-eaafe8af6f96","🔹 Eukaryotic Transcription & Translation","2","Medical Biochemistry II","Molecular Biology","Year 2: Molecular Biology"
"e9981bb9-6fe6-492d-b5f1-dd73553fac9a","Department Of Pathology","3","General & Systemic Pathology","General Pathology","Year 3: General Pathology"
"13eb910f-247b-422f-810a-8dc6b04333c8","White Cell Disorders — Must-Know Notes","3","Hematology and Blood Transfusion","Hematopathology","Year 3: Hematopathology"
"43093875-63a2-4e93-9217-af5d525d29f3","Hematologic Malignancies and Bleeding Disorders","3","Hematology and Blood Transfusion","Hematopathology","Year 3: Hematopathology"
"d6381565-892e-40c3-8cde-093f6542df0d","Blood Transfusion Medicine: An Exam-Focused Review","3","Hematology and Blood Transfusion","Blood Transfusion","Year 3: Blood Transfusion"
"cde01fca-fec6-49de-9b4e-7726a4d38e7b","MALE REPRODUCTIVE SYSTEM PATHOLOGY","3","General & Systemic Pathology","Male Reproductive and Urinary System Pathology","Year 3: Male Reproductive and Urinary System Pathology"
"bf553699-2614-44ec-a209-80dbfdedcd13","VASCULAR PATHOLOGY — Must-Know Comprehensive Notes","3","General & Systemic Pathology","General Pathology","Year 3: General Pathology"
"27f16853-5416-4b75-aca1-ba875ef90076","Liver Tumors: Benign, Primary, and Secondary Malignancies Summary","3","General & Systemic Pathology","Bone and Soft Tissue Pathology","Year 3: Bone and Soft Tissue Pathology"
"6928f654-7580-444e-8aa6-ce5c383b45cc","GASTROINTESTINAL PATHOLOGY (Part 2)","3","General & Systemic Pathology","Bone and Soft Tissue Pathology","Year 3: Bone and Soft Tissue Pathology"
"663a44b0-686a-4c2b-ab2d-f9276e836e92","Lesson Outcome: Nucleic Acid Structure and Properties","2","Medical Biochemistry II","Molecular Biology","Year 2: Molecular Biology"
"dd5ff4ab-8239-4899-9a96-4bf5acb421d5","Human Communication Skills Exam Answers MCQs","2","Human Communication Skills","Human Communication Skills","Year 2: Human Communication Skills"
"e5fddead-3212-46e0-8726-8cf3344641de","Gastrointestinal Neoplasms: High-Yield Exam Review","3","General & Systemic Pathology","Bone and Soft Tissue Pathology","Year 3: Bone and Soft Tissue Pathology"
"953933e9-3757-4d65-bc83-b898d01ba82c","Gastropathology Pathology","3","General & Systemic Pathology","Bone and Soft Tissue Pathology","Year 3: Bone and Soft Tissue Pathology"
"1bb6bd21-a4e2-4115-9962-92dc457b7cac","Tumours of the Gastrointestinal Tract","3","General & Systemic Pathology","Bone and Soft Tissue Pathology","Year 3: Bone and Soft Tissue Pathology"
"82ccc2fb-069b-4688-ad7b-f96f01d96c6b","Medical Entomology MCQs 2","2","Principles of Microbiology and Parasitology","Parasitology","Year 2: Parasitology"
"66ca2809-8db2-484f-a77a-8865020d5a36","Liver Tumors: Benign and Malignant Overview","3","General & Systemic Pathology","Bone and Soft Tissue Pathology","Year 3: Bone and Soft Tissue Pathology"
"47daa53a-f9b3-4a73-a34d-186b4f8fcb1e","Chemical Path, Long Answer and Short Answer","3","Chemical Pathology","Chemical Pathology","Year 3: Chemical Pathology"
"8f6e9f23-1e3c-4e2a-b49e-d4fb01bfa3a9","Chemical Pathology Sem 1","3","Chemical Pathology","Chemical Pathology","Year 3: Chemical Pathology"
"c7befa18-3168-4fa5-b65f-b0739206e4de","Clinical Enzymology and Biomarkers","3","Chemical Pathology","Chemical Pathology","Year 3: Chemical Pathology"
"41afcd44-2890-40ac-b716-56da501d2e81","Clinical Anatomy of the Cerebral Cortex","3","General & Systemic Pathology","Neuropathology","Year 3: Neuropathology"
"f4b3f0ab-ada6-4edc-9083-8ec4f92fb21d","Blood Biochemistry","2","Medical Biochemistry II","Clinical Biochemistry","Year 2: Clinical Biochemistry"
